Fecha,Hotel_ID,Habitaciones_Vendidas,Habitaciones_Disponibles,Ingresos_Habitacion,ADR,Costos_Variables,Canal_Principal,Lead_Time_Promedio,RevPAR,Occupancy_%
2025-07-02,Economy Stay,78,100,8464.38,108.52,1950,Directo,9,84.6438,0.78
2025-07-03,Luxury Resort,76,120,47043.25,618.99,6080,OTA,9,392.02708333333334,0.6333333333333333
2025-07-03,Midscale City,174,250,43601.95,250.59,7830,Directo,20,174.40779999999998,0.696
2025-07-03,Economy Stay,61,100,6406.17,105.02,1525,OTA,38,64.0617,0.61
2025-07-04,Luxury Resort,120,120,85864.04,715.53,9600,Agencias,6,715.5336666666666,1.0
2025-07-04,Midscale City,250,250,64819.14,259.28,11250,OTA,2,259.27656,1.0
2025-07-04,Economy Stay,100,100,12751.75,127.52,2500,Agencias,30,127.5175,1.0
2025-07-05,Luxury Resort,109,120,69422.34,636.9,8720,Agencias,1,578.5195,0.9083333333333333
2025-07-05,Midscale City,223,250,61006.24,273.57,10035,Agencias,10,244.02496,0.892
2025-07-05,Economy Stay,85,100,11059.93,130.12,2125,OTA,9,110.5993,0.85
2025-07-06,Luxury Resort,120,120,78708.43,655.9,9600,OTA,24,655.9035833333332,1.0
2025-07-06,Midscale City,250,250,73001.37,292.01,11250,Directo,7,292.00548,1.0
2025-07-06,Economy Stay,100,100,13325.43,133.25,2500,OTA,15,133.2543,1.0
2025-07-07,Luxury Resort,102,120,72855.21,714.27,8160,OTA,1,607.12675,0.85
2025-07-07,Midscale City,201,250,59761.04,297.32,9045,Agencias,10,239.04416,0.804
2025-07-07,Economy Stay,66,100,7162.6,108.52,1650,Agencias,34,71.626,0.66
2025-07-08,Luxury Resort,94,120,58938.07,627.0,7520,Agencias,1,491.1505833333333,0.7833333333333333
2025-07-08,Midscale City,169,250,37001.86,218.95,7605,OTA,4,148.00744,0.676
2025-07-08,Economy Stay,65,100,6924.75,106.53,1625,Directo,2,69.2475,0.65
2025-07-09,Luxury Resort,90,120,52037.72,578.2,7200,Agencias,6,433.6476666666667,0.75
2025-07-09,Midscale City,211,250,62291.69,295.22,9495,Agencias,6,249.16676,0.844
2025-07-09,Economy Stay,62,100,6344.46,102.33,1550,Agencias,6,63.4446,0.62
2025-07-10,Luxury Resort,78,120,41644.25,533.9,6240,Agencias,2,347.03541666666666,0.65
2025-07-10,Midscale City,192,250,42710.36,222.45,8640,OTA,12,170.84144,0.768
2025-07-10,Economy Stay,77,100,8054.47,104.6,1925,OTA,29,80.5447,0.77
2025-07-11,Luxury Resort,120,120,76087.67,634.06,9600,OTA,6,634.0639166666666,1.0
2025-07-11,Midscale City,250,250,64201.22,256.8,11250,Directo,23,256.80488,1.0
2025-07-11,Economy Stay,100,100,14064.12,140.64,2500,Agencias,12,140.6412,1.0
2025-07-12,Luxury Resort,120,120,81805.97,681.72,9600,Directo,24,681.7164166666666,1.0
2025-07-12,Midscale City,250,250,73645.38,294.58,11250,OTA,7,294.58152,1.0
2025-07-12,Economy Stay,99,100,13962.21,141.03,2475,OTA,39,139.6221,0.99
2025-07-13,Luxury Resort,120,120,91034.35,758.62,9600,Directo,1,758.6195833333334,1.0
2025-07-13,Midscale City,250,250,74745.37,298.98,11250,OTA,29,298.98148,1.0
2025-07-13,Economy Stay,84,100,10999.8,130.95,2100,Directo,3,109.99799999999999,0.84
2025-07-14,Luxury Resort,97,120,62313.19,642.4,7760,OTA,26,519.2765833333334,0.8083333333333333
2025-07-14,Midscale City,189,250,40596.39,214.8,8505,Directo,6,162.38556,0.756
2025-07-14,Economy Stay,86,100,12104.38,140.75,2150,Directo,9,121.04379999999999,0.86
2025-07-15,Luxury Resort,102,120,69378.5,680.18,8160,OTA,2,578.1541666666667,0.85
2025-07-15,Midscale City,215,250,54381.05,252.94,9675,Corporativo,4,217.5242,0.86
2025-07-15,Economy Stay,63,100,6423.02,101.95,1575,Agencias,12,64.23020000000001,0.63
2025-07-16,Luxury Resort,86,120,55286.31,642.86,6880,Directo,17,460.71925,0.7166666666666667
2025-07-16,Midscale City,218,250,60086.76,275.63,9810,OTA,5,240.34704000000002,0.872
2025-07-16,Economy Stay,67,100,6791.17,101.36,1675,OTA,0,67.9117,0.67
2025-07-17,Luxury Resort,99,120,70503.15,712.15,7920,Directo,107,587.52625,0.825
2025-07-17,Midscale City,166,250,36200.66,218.08,7470,Directo,2,144.80264000000003,0.664
2025-07-17,Economy Stay,81,100,11612.21,143.36,2025,Directo,55,116.12209999999999,0.81
2025-07-18,Luxury Resort,120,120,81346.44,677.89,9600,Agencias,1,677.8870000000001,1.0
2025-07-18,Midscale City,250,250,65492.82,261.97,11250,Directo,8,261.97128,1.0
2025-07-18,Economy Stay,100,100,13136.46,131.36,2500,Directo,68,131.3646,1.0
2025-07-19,Luxury Resort,114,120,79738.3,699.46,9120,OTA,10,664.4858333333334,0.95
2025-07-19,Midscale City,250,250,75461.45,301.85,11250,Agencias,41,301.8458,1.0
2025-07-19,Economy Stay,100,100,13394.05,133.94,2500,OTA,26,133.9405,1.0
2025-07-20,Luxury Resort,116,120,78450.17,676.29,9280,Directo,9,653.7514166666666,0.9666666666666667
2025-07-20,Midscale City,250,250,67572.34,270.29,11250,OTA,1,270.28936,1.0
2025-07-20,Economy Stay,83,100,10148.54,122.27,2075,OTA,3,101.48540000000001,0.83
2025-07-21,Luxury Resort,85,120,52705.44,620.06,6800,OTA,20,439.21200000000005,0.7083333333333334
2025-07-21,Midscale City,170,250,38319.83,225.41,7650,Directo,22,153.27932,0.68
2025-07-21,Economy Stay,58,100,6787.83,117.03,1450,Directo,9,67.8783,0.58
2025-07-22,Luxury Resort,78,120,49577.03,635.6,6240,Agencias,29,413.14191666666665,0.65
2025-07-22,Midscale City,181,250,42526.16,234.95,8145,Corporativo,55,170.10464000000002,0.724
2025-07-22,Economy Stay,64,100,7512.03,117.38,1600,Directo,3,75.1203,0.64
2025-07-23,Luxury Resort,93,120,53371.32,573.89,7440,Directo,40,444.761,0.775
2025-07-23,Midscale City,183,250,46406.39,253.59,8235,Directo,35,185.62556,0.732
2025-07-23,Economy Stay,69,100,7806.15,113.13,1725,Corporativo,2,78.0615,0.69
2025-07-24,Luxury Resort,102,120,66834.46,655.24,8160,Directo,1,556.9538333333334,0.85
2025-07-24,Midscale City,212,250,55881.91,263.59,9540,OTA,8,223.52764000000002,0.848
2025-07-24,Economy Stay,76,100,7678.69,101.04,1900,Corporativo,3,76.7869,0.76
2025-07-25,Luxury Resort,120,120,88979.18,741.49,9600,OTA,0,741.4931666666666,1.0
2025-07-25,Midscale City,250,250,67043.67,268.17,11250,OTA,36,268.17467999999997,1.0
2025-07-25,Economy Stay,84,100,12049.53,143.45,2100,Directo,47,120.4953,0.84
2025-07-26,Luxury Resort,120,120,80927.08,674.39,9600,Directo,7,674.3923333333333,1.0
2025-07-26,Midscale City,250,250,76630.03,306.52,11250,Directo,10,306.52012,1.0
2025-07-26,Economy Stay,100,100,12836.27,128.36,2500,OTA,29,128.36270000000002,1.0
2025-07-27,Luxury Resort,106,120,69814.91,658.63,8480,Directo,21,581.7909166666667,0.8833333333333333
2025-07-27,Midscale City,250,250,66070.66,264.28,11250,OTA,5,264.28264,1.0
2025-07-27,Economy Stay,100,100,14404.95,144.05,2500,OTA,3,144.0495,1.0
2025-07-28,Luxury Resort,75,120,43962.62,586.17,6000,Corporativo,9,366.35516666666666,0.625
2025-07-28,Midscale City,214,250,58691.88,274.26,9630,Agencias,10,234.76752,0.856
2025-07-28,Economy Stay,82,100,9793.83,119.44,2050,OTA,5,97.9383,0.82
2025-07-29,Luxury Resort,78,120,42888.29,549.85,6240,OTA,0,357.4024166666667,0.65
2025-07-29,Midscale City,165,250,35153.22,213.05,7425,Agencias,3,140.61288000000002,0.66
2025-07-29,Economy Stay,83,100,10968.53,132.15,2075,Corporativo,8,109.68530000000001,0.83
2025-07-30,Luxury Resort,77,120,42480.67,551.7,6160,Directo,5,354.00558333333333,0.6416666666666667
2025-07-30,Midscale City,173,250,43808.28,253.23,7785,OTA,14,175.23311999999999,0.692
2025-07-30,Economy Stay,85,100,10253.15,120.63,2125,OTA,3,102.5315,0.85
2025-07-31,Luxury Resort,91,120,48332.67,531.13,7280,OTA,7,402.77225,0.7583333333333333
2025-07-31,Midscale City,197,250,47371.59,240.46,8865,Directo,5,189.48636,0.788
2025-07-31,Economy Stay,70,100,7160.68,102.3,1750,OTA,44,71.6068,0.7
2025-08-01,Luxury Resort,86,120,40761.19,473.97,6880,OTA,10,339.6765833333333,0.7166666666666667
2025-08-01,Midscale City,219,250,50777.55,231.86,9855,Directo,16,203.11020000000002,0.876
2025-08-01,Economy Stay,80,100,8589.7,107.37,2000,Directo,2,85.897,0.8
2025-08-02,Luxury Resort,108,120,52722.7,488.17,8640,OTA,20,439.3558333333333,0.9
2025-08-02,Midscale City,191,250,30990.8,162.26,8595,OTA,25,123.9632,0.764
2025-08-02,Economy Stay,79,100,6953.11,88.01,1975,Corporativo,18,69.5311,0.79
2025-08-03,Luxury Resort,94,120,41451.63,440.97,7520,OTA,46,345.43025,0.7833333333333333
2025-08-03,Midscale City,179,250,29812.94,166.55,8055,OTA,27,119.25175999999999,0.716
2025-08-03,Economy Stay,83,100,8416.59,101.4,2075,OTA,3,84.16590000000001,0.83
2025-08-04,Luxury Resort,55,120,24321.05,442.2,4400,OTA,11,202.67541666666665,0.4583333333333333
2025-08-04,Midscale City,154,250,29538.02,191.81,6930,Directo,22,118.15208,0.616
2025-08-04,Economy Stay,49,100,4195.49,85.62,1225,Agencias,40,41.954899999999995,0.49
2025-08-05,Luxury Resort,76,120,32853.94,432.29,6080,OTA,8,273.7828333333334,0.6333333333333333
2025-08-05,Midscale City,121,250,19737.33,163.12,5445,Directo,44,78.94932,0.484
2025-08-05,Economy Stay,50,100,3895.87,77.92,1250,OTA,39,38.9587,0.5
2025-08-06,Luxury Resort,72,120,35067.02,487.04,5760,OTA,6,292.22516666666667,0.6
2025-08-06,Midscale City,114,250,19234.51,168.72,5130,Agencias,26,76.93803999999999,0.456
2025-08-06,Economy Stay,52,100,4311.1,82.91,1300,Directo,11,43.111000000000004,0.52
2025-08-07,Luxury Resort,60,120,25424.45,423.74,4800,Agencias,4,211.87041666666667,0.5
2025-08-07,Midscale City,128,250,21618.53,168.89,5760,Agencias,10,86.47412,0.512
2025-08-07,Economy Stay,50,100,3891.76,77.84,1250,Agencias,6,38.9176,0.5
2025-08-08,Luxury Resort,95,120,45458.58,478.51,7600,Agencias,48,378.8215,0.7916666666666666
2025-08-08,Midscale City,203,250,43789.61,215.71,9135,Corporativo,0,175.15844,0.812
2025-08-08,Economy Stay,74,100,5852.5,79.09,1850,Directo,16,58.525,0.74
2025-08-09,Luxury Resort,96,120,52739.61,549.37,7680,Agencias,8,439.49675,0.8
2025-08-09,Midscale City,176,250,31354.54,178.15,7920,OTA,11,125.41816,0.704
2025-08-09,Economy Stay,86,100,8587.45,99.85,2150,Directo,15,85.87450000000001,0.86
2025-08-10,Luxury Resort,109,120,57483.37,527.37,8720,Directo,19,479.02808333333337,0.9083333333333333
2025-08-10,Midscale City,172,250,30880.02,179.53,7740,OTA,31,123.52008000000001,0.688
2025-08-10,Economy Stay,91,100,9251.92,101.67,2275,Directo,10,92.5192,0.91
2025-08-11,Luxury Resort,75,120,32042.02,427.23,6000,Corporativo,34,267.01683333333335,0.625
2025-08-11,Midscale City,165,250,29820.17,180.73,7425,Agencias,16,119.28067999999999,0.66
2025-08-11,Economy Stay,47,100,4075.66,86.72,1175,OTA,0,40.7566,0.47
2025-08-12,Luxury Resort,58,120,24444.86,421.46,4640,OTA,6,203.70716666666667,0.48333333333333334
2025-08-12,Midscale City,147,250,24207.88,164.68,6615,Directo,10,96.83152,0.588
2025-08-12,Economy Stay,57,100,4978.15,87.34,1425,Agencias,12,49.781499999999994,0.57
2025-08-13,Luxury Resort,63,120,29853.15,473.86,5040,OTA,8,248.77625,0.525
2025-08-13,Midscale City,148,250,24073.81,162.66,6660,OTA,15,96.29524,0.592
2025-08-13,Economy Stay,51,100,3975.88,77.96,1275,Corporativo,1,39.7588,0.51
2025-08-14,Luxury Resort,72,120,29983.62,416.44,5760,OTA,6,249.8635,0.6
2025-08-14,Midscale City,159,250,26007.92,163.57,7155,Agencias,4,104.03168,0.636
2025-08-14,Economy Stay,45,100,3596.57,79.92,1125,OTA,47,35.9657,0.45
2025-08-15,Luxury Resort,84,120,34526.45,411.03,6720,Directo,0,287.72041666666667,0.7
2025-08-15,Midscale City,225,250,47782.68,212.37,10125,Corporativo,19,191.13072,0.9
2025-08-15,Economy Stay,75,100,5981.38,79.75,1875,Corporativo,10,59.8138,0.75
2025-08-16,Luxury Resort,105,120,51776.51,493.11,8400,OTA,17,431.4709166666667,0.875
2025-08-16,Midscale City,227,250,45329.9,199.69,10215,Agencias,11,181.3196,0.908
2025-08-16,Economy Stay,75,100,6352.04,84.69,1875,Directo,1,63.5204,0.75
2025-08-17,Luxury Resort,87,120,42635.31,490.06,6960,OTA,4,355.29425,0.725
2025-08-17,Midscale City,208,250,41892.51,201.41,9360,Agencias,9,167.57004,0.832
2025-08-17,Economy Stay,89,100,9307.24,104.58,2225,Directo,16,93.0724,0.89
2025-08-18,Luxury Resort,79,120,32937.6,416.93,6320,Directo,22,274.47999999999996,0.6583333333333333
2025-08-18,Midscale City,165,250,31006.56,187.92,7425,Directo,21,124.02624,0.66
2025-08-18,Economy Stay,54,100,4698.15,87.0,1350,Directo,22,46.9815,0.54
2025-08-19,Luxury Resort,79,120,38324.47,485.12,6320,Agencias,4,319.37058333333334,0.6583333333333333
2025-08-19,Midscale City,141,250,25186.13,178.63,6345,OTA,5,100.74452000000001,0.564
2025-08-19,Economy Stay,61,100,5092.64,83.49,1525,OTA,14,50.9264,0.61
2025-08-20,Luxury Resort,73,120,29906.42,409.68,5840,OTA,29,249.22016666666664,0.6083333333333333
2025-08-20,Midscale City,127,250,21679.35,170.7,5715,Agencias,9,86.7174,0.508
2025-08-20,Economy Stay,53,100,4730.0,89.25,1325,OTA,1,47.3,0.53
2025-08-21,Luxury Resort,80,120,37947.15,474.34,6400,OTA,3,316.22625,0.6666666666666666
2025-08-21,Midscale City,125,250,22093.02,176.74,5625,Agencias,22,88.37208,0.5
2025-08-21,Economy Stay,50,100,4608.89,92.18,1250,OTA,13,46.0889,0.5
2025-08-22,Luxury Resort,93,120,42729.45,459.46,7440,OTA,12,356.07874999999996,0.775
2025-08-22,Midscale City,195,250,32828.41,168.35,8775,OTA,25,131.31364000000002,0.78
2025-08-22,Economy Stay,66,100,5908.63,89.52,1650,Corporativo,40,59.0863,0.66
2025-08-23,Luxury Resort,88,120,36713.29,417.2,7040,Directo,10,305.94408333333337,0.7333333333333333
2025-08-23,Midscale City,229,250,46333.72,202.33,10305,OTA,4,185.33488,0.916
2025-08-23,Economy Stay,74,100,6660.69,90.01,1850,Directo,9,66.6069,0.74
2025-08-24,Luxury Resort,85,120,38319.72,450.82,6800,OTA,2,319.331,0.7083333333333334
2025-08-24,Midscale City,200,250,45055.03,225.28,9000,Corporativo,41,180.22012,0.8
2025-08-24,Economy Stay,92,100,8904.88,96.79,2300,OTA,2,89.04879999999999,0.92
2025-08-25,Luxury Resort,78,120,38413.82,492.48,6240,Directo,29,320.11516666666665,0.65
2025-08-25,Midscale City,165,250,29244.75,177.24,7425,OTA,0,116.979,0.66
2025-08-25,Economy Stay,46,100,3944.31,85.75,1150,OTA,6,39.4431,0.46
2025-08-26,Luxury Resort,70,120,33823.45,483.19,5600,OTA,16,281.8620833333333,0.5833333333333334
2025-08-26,Midscale City,158,250,30746.95,194.6,7110,OTA,1,122.98780000000001,0.632
2025-08-26,Economy Stay,51,100,3942.3,77.3,1275,Agencias,16,39.423,0.51
2025-08-27,Luxury Resort,58,120,27730.8,478.12,4640,Corporativo,28,231.09,0.48333333333333334
2025-08-27,Midscale City,127,250,24706.87,194.54,5715,OTA,5,98.82748,0.508
2025-08-27,Economy Stay,46,100,3553.32,77.25,1150,OTA,19,35.5332,0.46
2025-08-28,Luxury Resort,60,120,25328.23,422.14,4800,Directo,16,211.06858333333332,0.5
2025-08-28,Midscale City,157,250,25881.92,164.85,7065,OTA,3,103.52767999999999,0.628
2025-08-28,Economy Stay,55,100,4539.42,82.53,1375,Corporativo,5,45.3942,0.55
2025-08-29,Luxury Resort,99,120,48364.55,488.53,7920,Agencias,8,403.0379166666667,0.825
2025-08-29,Midscale City,179,250,29607.32,165.4,8055,OTA,21,118.42928,0.716
2025-08-29,Economy Stay,80,100,7431.44,92.89,2000,OTA,2,74.31439999999999,0.8
2025-08-30,Luxury Resort,82,120,36930.04,450.37,6560,Directo,11,307.75033333333334,0.6833333333333333
2025-08-30,Midscale City,230,250,53082.72,230.79,10350,Directo,19,212.33088,0.92
2025-08-30,Economy Stay,65,100,5517.02,84.88,1625,Corporativo,2,55.1702,0.65
2025-08-31,Luxury Resort,80,120,35909.77,448.87,6400,OTA,6,299.2480833333333,0.6666666666666666
2025-08-31,Midscale City,166,250,29463.57,177.49,7470,Agencias,4,117.85428,0.664
2025-08-31,Economy Stay,63,100,5798.1,92.03,1575,Directo,26,57.981,0.63
2025-09-01,Luxury Resort,75,120,30585.69,407.81,6000,OTA,51,254.88074999999998,0.625
2025-09-01,Midscale City,129,250,22581.84,175.05,5805,Corporativo,1,90.32736,0.516
2025-09-01,Economy Stay,45,100,3943.5,87.63,1125,Corporativo,8,39.435,0.45
2025-09-02,Luxury Resort,60,120,27173.27,452.89,4800,Agencias,9,226.44391666666667,0.5
2025-09-02,Midscale City,116,250,19601.26,168.98,5220,Agencias,3,78.40504,0.464
2025-09-02,Economy Stay,49,100,4226.22,86.25,1225,Agencias,3,42.2622,0.49
2025-09-03,Luxury Resort,79,120,35681.49,451.66,6320,Directo,6,297.34575,0.6583333333333333
2025-09-03,Midscale City,115,250,19741.59,171.67,5175,OTA,15,78.96636,0.46
2025-09-03,Economy Stay,66,100,5493.62,83.24,1650,OTA,17,54.9362,0.66
2025-09-04,Luxury Resort,67,120,28749.68,429.1,5360,OTA,9,239.58066666666667,0.5583333333333333
2025-09-04,Midscale City,152,250,29771.18,195.86,6840,Directo,5,119.08472,0.608
2025-09-04,Economy Stay,56,100,4802.33,85.76,1400,Agencias,2,48.0233,0.56
2025-09-05,Luxury Resort,111,120,65283.95,588.14,8880,Agencias,3,544.0329166666667,0.925
2025-09-05,Midscale City,211,250,45155.3,214.01,9495,Agencias,11,180.62120000000002,0.844
2025-09-05,Economy Stay,77,100,6379.03,82.84,1925,OTA,10,63.790299999999995,0.77
2025-09-06,Luxury Resort,82,120,39858.7,486.08,6560,OTA,16,332.1558333333333,0.6833333333333333
2025-09-06,Midscale City,164,250,30135.04,183.75,7380,Directo,1,120.54016,0.656
2025-09-06,Economy Stay,78,100,6501.09,83.35,1950,Directo,13,65.0109,0.78
2025-09-07,Luxury Resort,91,120,38286.5,420.73,7280,OTA,65,319.0541666666667,0.7583333333333333
2025-09-07,Midscale City,209,250,43567.74,208.46,9405,Corporativo,1,174.27096,0.836
2025-09-07,Economy Stay,71,100,5943.04,83.7,1775,Directo,15,59.4304,0.71
2025-09-08,Luxury Resort,75,120,33996.9,453.29,6000,Directo,4,283.3075,0.625
2025-09-08,Midscale City,121,250,23500.77,194.22,5445,Directo,17,94.00308,0.484
2025-09-08,Economy Stay,46,100,4059.06,88.24,1150,OTA,12,40.5906,0.46
2025-09-09,Luxury Resort,63,120,26744.34,424.51,5040,Corporativo,16,222.8695,0.525
2025-09-09,Midscale City,122,250,22386.54,183.5,5490,OTA,8,89.54616,0.488
2025-09-09,Economy Stay,50,100,4526.36,90.53,1250,OTA,9,45.2636,0.5
2025-09-10,Luxury Resort,62,120,26124.49,421.36,4960,Agencias,1,217.70408333333336,0.5166666666666667
2025-09-10,Midscale City,123,250,22981.65,186.84,5535,OTA,7,91.92660000000001,0.492
2025-09-10,Economy Stay,55,100,4551.31,82.75,1375,OTA,1,45.5131,0.55
2025-09-11,Luxury Resort,71,120,33009.36,464.92,5680,OTA,5,275.07800000000003,0.5916666666666667
2025-09-11,Midscale City,123,250,20857.53,169.57,5535,Agencias,0,83.43012,0.492
2025-09-11,Economy Stay,49,100,3938.04,80.37,1225,Directo,4,39.3804,0.49
2025-09-12,Luxury Resort,98,120,48423.31,494.12,7840,OTA,2,403.5275833333333,0.8166666666666667
2025-09-12,Midscale City,182,250,34122.47,187.49,8190,Directo,12,136.48988,0.728
2025-09-12,Economy Stay,82,100,7722.1,94.17,2050,OTA,11,77.221,0.82
2025-09-13,Luxury Resort,85,120,39045.64,459.36,6800,Corporativo,30,325.38033333333334,0.7083333333333334
2025-09-13,Midscale City,203,250,43012.31,211.88,9135,Directo,3,172.04924,0.812
2025-09-13,Economy Stay,77,100,6371.27,82.74,1925,OTA,36,63.712700000000005,0.77
2025-09-14,Luxury Resort,89,120,39117.11,439.52,7120,OTA,27,325.97591666666665,0.7416666666666667
2025-09-14,Midscale City,204,250,42602.34,208.83,9180,Directo,25,170.40936,0.816
2025-09-14,Economy Stay,89,100,9101.15,102.26,2225,OTA,7,91.0115,0.89
2025-09-15,Luxury Resort,72,120,29242.72,406.15,5760,OTA,30,243.68933333333334,0.6
2025-09-15,Midscale City,131,250,21873.97,166.98,5895,OTA,8,87.49588,0.524
2025-09-15,Economy Stay,54,100,4754.01,88.04,1350,Corporativo,8,47.5401,0.54
2025-09-16,Luxury Resort,70,120,33437.11,477.67,5600,OTA,1,278.64258333333333,0.5833333333333334
2025-09-16,Midscale City,131,250,23907.68,182.5,5895,Directo,29,95.63072,0.524
2025-09-16,Economy Stay,46,100,4183.95,90.96,1150,OTA,3,41.8395,0.46
2025-09-17,Luxury Resort,68,120,32637.31,479.96,5440,Directo,2,271.97758333333337,0.5666666666666667
2025-09-17,Midscale City,143,250,28037.96,196.07,6435,OTA,8,112.15183999999999,0.572
2025-09-17,Economy Stay,58,100,5354.42,92.32,1450,Corporativo,27,53.544200000000004,0.58
2025-09-18,Luxury Resort,54,120,22418.49,415.16,4320,Agencias,14,186.82075,0.45
2025-09-18,Midscale City,128,250,21838.28,170.61,5760,Directo,23,87.35311999999999,0.512
2025-09-18,Economy Stay,53,100,4510.23,85.1,1325,Agencias,12,45.10229999999999,0.53
2025-09-19,Luxury Resort,88,120,40492.46,460.14,7040,OTA,13,337.43716666666666,0.7333333333333333
2025-09-19,Midscale City,206,250,42355.29,205.61,9270,Directo,1,169.42116000000001,0.824
2025-09-19,Economy Stay,69,100,5865.23,85.0,1725,Agencias,27,58.6523,0.69
2025-09-20,Luxury Resort,104,120,54486.16,523.91,8320,OTA,7,454.0513333333334,0.8666666666666667
2025-09-20,Midscale City,171,250,28078.85,164.2,7695,Corporativo,13,112.3154,0.684
2025-09-20,Economy Stay,67,100,5178.67,77.29,1675,Directo,22,51.7867,0.67
2025-09-21,Luxury Resort,106,120,59574.67,562.03,8480,OTA,43,496.4555833333333,0.8833333333333333
2025-09-21,Midscale City,207,250,44397.72,214.48,9315,OTA,14,177.59088,0.828
2025-09-21,Economy Stay,68,100,5789.13,85.13,1700,Agencias,11,57.8913,0.68
2025-09-22,Luxury Resort,73,120,33926.11,464.74,5840,Agencias,1,282.7175833333333,0.6083333333333333
2025-09-22,Midscale City,140,250,27186.26,194.19,6300,Directo,37,108.74503999999999,0.56
2025-09-22,Economy Stay,63,100,4859.87,77.14,1575,OTA,6,48.5987,0.63
2025-09-23,Luxury Resort,57,120,26913.59,472.17,4560,Directo,0,224.27991666666668,0.475
2025-09-23,Midscale City,145,250,27219.1,187.72,6525,Agencias,37,108.87639999999999,0.58
2025-09-23,Economy Stay,60,100,4992.23,83.2,1500,Directo,0,49.92229999999999,0.6
2025-09-24,Luxury Resort,68,120,31671.79,465.76,5440,Agencias,8,263.9315833333333,0.5666666666666667
2025-09-24,Midscale City,141,250,23218.52,164.67,6345,Agencias,3,92.87408,0.564
2025-09-24,Economy Stay,61,100,5594.37,91.71,1525,Corporativo,1,55.9437,0.61
2025-09-25,Luxury Resort,59,120,23957.55,406.06,4720,Directo,89,199.64624999999998,0.49166666666666664
2025-09-25,Midscale City,150,250,25254.08,168.36,6750,Corporativo,13,101.01632000000001,0.6
2025-09-25,Economy Stay,52,100,4570.5,87.89,1300,OTA,3,45.705,0.52
2025-09-26,Luxury Resort,87,120,36888.76,424.01,6960,Directo,5,307.40633333333335,0.725
2025-09-26,Midscale City,226,250,47812.22,211.56,10170,OTA,4,191.24888,0.904
2025-09-26,Economy Stay,72,100,6419.17,89.16,1800,OTA,53,64.1917,0.72
2025-09-27,Luxury Resort,107,120,58541.11,547.11,8560,OTA,2,487.8425833333333,0.8916666666666667
2025-09-27,Midscale City,196,250,36342.68,185.42,8820,OTA,33,145.37072,0.784
2025-09-27,Economy Stay,90,100,9640.23,107.11,2250,OTA,10,96.4023,0.9
2025-09-28,Luxury Resort,87,120,42936.57,493.52,6960,Directo,16,357.80475,0.725
2025-09-28,Midscale City,181,250,33383.52,184.44,8145,Directo,0,133.53408,0.724
2025-09-28,Economy Stay,76,100,6243.84,82.16,1900,Directo,8,62.4384,0.76
2025-09-29,Luxury Resort,58,120,27087.33,467.02,4640,Directo,10,225.72775000000001,0.48333333333333334
2025-09-29,Midscale City,130,250,23829.66,183.31,5850,Directo,1,95.31864,0.52
2025-09-29,Economy Stay,46,100,4154.23,90.31,1150,Agencias,20,41.5423,0.46
2025-09-30,Luxury Resort,73,120,33962.86,465.24,5840,OTA,9,283.02383333333336,0.6083333333333333
2025-09-30,Midscale City,114,250,21018.49,184.37,5130,OTA,22,84.07396,0.456
2025-09-30,Economy Stay,53,100,4304.46,81.22,1325,OTA,15,43.0446,0.53
2025-10-01,Luxury Resort,77,120,33557.38,435.81,6160,OTA,22,279.64483333333334,0.6416666666666667
2025-10-01,Midscale City,162,250,29322.2,181.0,7290,OTA,10,117.28880000000001,0.648
2025-10-01,Economy Stay,61,100,5666.88,92.9,1525,Directo,1,56.668800000000005,0.61
2025-10-02,Luxury Resort,79,120,35762.42,452.69,6320,OTA,14,298.0201666666666,0.6583333333333333
2025-10-02,Midscale City,117,250,22189.19,189.65,5265,OTA,20,88.75676,0.468
2025-10-02,Economy Stay,51,100,4627.91,90.74,1275,Agencias,1,46.2791,0.51
2025-10-03,Luxury Resort,84,120,38502.96,458.37,6720,OTA,41,320.858,0.7
2025-10-03,Midscale City,188,250,35122.77,186.82,8460,Directo,6,140.49107999999998,0.752
2025-10-03,Economy Stay,93,100,9961.8,107.12,2325,OTA,15,99.618,0.93
2025-10-04,Luxury Resort,76,120,30992.43,407.8,6080,Agencias,12,258.27025,0.6333333333333333
2025-10-04,Midscale City,198,250,38069.12,192.27,8910,OTA,0,152.27648000000002,0.792
2025-10-04,Economy Stay,69,100,5803.15,84.1,1725,Corporativo,1,58.031499999999994,0.69
2025-10-05,Luxury Resort,83,120,40504.64,488.01,6640,Corporativo,8,337.53866666666664,0.6916666666666667
2025-10-05,Midscale City,199,250,38906.49,195.51,8955,Agencias,0,155.62596,0.796
2025-10-05,Economy Stay,90,100,8518.53,94.65,2250,OTA,1,85.18530000000001,0.9
2025-10-06,Luxury Resort,79,120,35851.37,453.81,6320,Directo,11,298.76141666666666,0.6583333333333333
2025-10-06,Midscale City,112,250,21410.48,191.17,5040,OTA,1,85.64192,0.448
2025-10-06,Economy Stay,65,100,5203.06,80.05,1625,Directo,16,52.03060000000001,0.65
2025-10-07,Luxury Resort,70,120,29382.77,419.75,5600,OTA,19,244.85641666666666,0.5833333333333334
2025-10-07,Midscale City,138,250,25333.97,183.58,6210,Agencias,2,101.33588,0.552
2025-10-07,Economy Stay,51,100,4475.78,87.76,1275,OTA,2,44.757799999999996,0.51
